Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7015351,PROVINCE OF GUIMARAS,Supply and Delivery of Medical Oxygen,Guimaras,2020-03-232 Re-bid,Implementing Rules and Regulations,Public Bidding,Goods,Medical and Dental Equipment,"430,000.00",0 Day/s,,Ronnie D. Morante,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:00 AM," Republic of the Philippines
Province of Guimaras
OFFICE OF THE BIDS AND AWARDS COMMITTEE
INVITATION TO BID FOR   
SUPPLY AND DELIVERY OF MEDICAL OXYGEN
Bid Ref. No. 2020-03-232 Re-bid
1.	The Province of Guimaras , through the - Drugs and Medicines (5-02-0",,Ronnie D. Morante,28/05/2020
7017292,DEPARTMENT OF HEALTH - TREATMENT AND REHABILITATION CENTER -,Supply of Labor and Materials for the Repair of Toyota Innova SFY 495 Air-conditioning Unit,Metro Manila,2020-05-011,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Repair and Maintenance,"28,000.00",7 Day/s,,Gerard Randy S. Bobis,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM," Supply of Labor and Materials for the Repair of Toyota Innova SFY 495 Air-conditioning Unit
Scope of Work:
1. Pull down evaporator, dashboard for cleaning of Air-condition System, replace defective parts and recharge freon gas 134a, leak test.
2. Replace ",,Gerard Randy S. Bobis,29/05/2020
7015311,PROVINCE OF GUIMARAS,One Job Supply of Materials and  Labor for the Rehabilitation and  management of provincial Tree park (Construction of Concrete Nursery Perimeter Fence)Phase 1with the following equipment and technica,Guimaras,2020-03-146 Re-bid,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"399,384.54",60 Day/s,,Ronnie D. Morante,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:00 AM," Republic of the Philippines
Province of Guimaras
OFFICE OF THE BIDS AND AWARDS COMMITTEE
Invitation to Bid for 
One Job Supply of Materials and  Labor for the  Rehabilitation and  Management of Provincial Tree Park (Construction of Concrete Nursery Perime",,Ronnie D. Morante,28/05/2020
7017188,"MUNICIPALITY OF LOON, BOHOL",CONDUCT OF SONAR SURVEY,Bohol,2020-05-CS1,Implementing Rules and Regulations,Public Bidding,Consulting Services,Consulting Services,"1,900,000.00",45 Day/s,,Jannes Detablan Cantones,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,26/06/2020 8:30 AM," Republic of the Philippines
Province of Bohol
Municipality of Loon
OFFICE OF THE BIDS AND AWARDS COMMITTEE
Request for Expression of Interest
CONSULTING SERVICES FOR SONAR SURVEY
Contract No.: CS2020-01
1.	The Local Government Unit of Loon, Bohol, through",,Jannes Detablan Cantones,29/05/2020
7015291,PROVINCE OF GUIMARAS,"One Job Supply of Materials and  Labor for Provincial Tree Park development, Macopo Falls Rehabilitation and Nursery management (Concrete Nursery Perimeter Fence) Phase 2 with the following equipment ",Guimaras,2020-03-147 Re-bid,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"199,488.35",60 Day/s,,Ronnie D. Morante,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:00 AM," Republic of the Philippines
Province of Guimaras
OFFICE OF THE BIDS AND AWARDS COMMITTEE
Invitation to Bid for 
One Job Supply of Materials and  Labor for the Provincial Tree park Development, Macopo Falls Rehabilitation and Nursery Management (Concrete N",,Ronnie D. Morante,28/05/2020
7017649,ZAMBOANGA STATE COLLEGE OF MARINE SCIENCES AND TECHNOLOGY,"B-010-2020-A SUPPLY AND DELIVERY 1 LOT OFFICE FURNITURE, FIXTURES AND EQUIPMENT - REBID",Zamboanga Del Sur,B-010-2020-A,Implementing Rules and Regulations,Public Bidding,Goods,General Merchandise,"505,700.00",15 Day/s,,JAIME G. JALON,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:30 AM," The Zamboanga State College of Marine Sciences and Technology (ZSCMST), through its Bids and Awards Committee, is inviting PhilGeps registered suppliers to apply for eligibility and to submit bids for the items mentioned hereunder:
B-010-2020-A
SUPPLY AND", Purpose: For Equipment and Fixtures for the Research Workshop Room,JAIME G. JALON,29/05/2020
7016861,"CITY OF SAN PABLO, LAGUNA","Proposed Construction of Stockroom for CTO / CGSO at Brgy. San Gabriel, San Pablo City.",Laguna,PB NO. 2020-027,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"4,000,000.00",150 Day/s,,Paul Michael M Cuadra,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,24/06/2020 10:00 AM," PB NO. 2020-027		
			
1.	1	lot	Proposed Construction of Stockroom for CTO / CGSO at Brgy. San Gabriel, San Pablo City.
			By: Contract
			
	Deadline for Submission of Bids: June 24, 2020 10:00 am",,Paul Michael M Cuadra,29/05/2020
7016752,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - PALAWAN 1ST DEO,"20GEE0019-Supply and Delivery of Materials for the Constuction of Water Supply Facilities of DPWH Palawan 1st DEO, Roxas, Palawan",Palawan,ECV-20GEE0019,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"64,191.48",30 Day/s,,IRVIN CAYAON ROLLUQUI,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 9:00 AM," Supply and Delivery of Materials for the Constuction of Water Supply Facilities of
DPWH Palawan 1st DEO, Roxas, Palawan", Republic of the Philippines,IRVIN CAYAON ROLLUQUI,29/05/2020
7012313,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - REGION V,20F00075 - OO1: Ensure Safe and Reliable National Road System – Network Development Program – Construction of By-Pass and Diversion Roads – Naga-Jct. Magarao-Canaman-Libmanan Jct. PPH Road (Skybridge),Camarines Sur,20F00075,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"43,424,762.96",170 Day/s,,Mavic Azuran,Active,Order,0,4,03/06/2020,03/06/2020 12:00 AM,23/06/2020 10:00 AM," 20F00075 - OO1: Ensure Safe and Reliable National Road System – Network Development Program – Construction of By-Pass and Diversion Roads – Naga-Jct. Magarao-Canaman-Libmanan Jct. PPH Road (Skybridge), Camarines Sur, Libmanan, Camarines Sur 2nd Legislativ", please see attached,Mavic Azuran,27/05/2020
7016746,PHILIPPINE STATISTICS AUTHORITY - ZAMBOANGA CITY,"Procurement of 42"" X 60"" Tarpaulin printed with blown up",Zamboanga Del Sur,2020-05-0051,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Supplies and Devices,"59,220.00",0 Day/s,,ROXAN KASTINE MENDOZA LUMAPAS,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," Procurement of 42"" X 60"" Tarpaulin printed with blown up
Qty   Unit    Item Description                Unit Cost         Total Cost
20     pc     CPH Form 1, page 1 (1A)      210.00             4,200.00
20     pc     CPH Form 1, page 1 (1B)      210.00   ", For the reproduction of the 2020 CPH Training Materials,ROXAN KASTINE MENDOZA LUMAPAS,29/05/2020
7016684,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - PALAWAN 1ST DEO,20GEE0018-Supply and Delivery of Diesel Fuel for use at Quality Assurance,Palawan,ECV-20GEE0018,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"275,400.00",30 Day/s,,IRVIN CAYAON ROLLUQUI,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 10:00 AM, Supply and Delivery of Diesel Fuel for use at Quality Assurance, Name of Procuring Entity,IRVIN CAYAON ROLLUQUI,29/05/2020
7016591,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - ALBAY 2ND DEO,"Rehabilitation/Construction/Improvement/Upgrade/Completion/Expansion of Barangay Health Stations/Rural Health Unit Em's Barrio 2 South, Legazpi City",Albay,18FB0326,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,188,000.00",60 Day/s,,Ninez B. Regalado,Active,Order,0,4,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Location : Legazpi City, Albay
Scope of Work : Construction of Barangay Health Station (6m x 8m), works includes Earthworks, Plain and Reinforced Concrete, Masonry Works, Doors and Windows, Roof Framing, Roofing and Tinsmithry, Plastering Works, Painting "," Cost of Bid Docs: Php 5,000.00",Ninez B. Regalado,29/05/2020
7016584,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - ALBAY 2ND DEO,"Rehabilitation/Construction/Improvement/Upgrade/Completion/Expansion of Barangay Health Stations/Rural Health Unit Bascaran, Daraga, Albay",Albay,18FB0325,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,188,000.00",60 Day/s,,Ninez B. Regalado,Active,Order,0,3,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Location : Daraga, Albay
Scope of Work : Construction of Barangay Health Station (6m x 8m), works includes Earthworks, Plain and Reinforced Concrete, Masonry Works, Doors and Windows, Roof Framing, Roofing and Tinsmithry, Plastering Works, Painting for St"," Cost of Bid Docs: Php 5,000.00",Ninez B. Regalado,29/05/2020
7016786,AGRICULTURAL TRAINING INSTITUTE - REGION XI,FERTILIZERS AND SEEDS FOR URBAN AGRICULTURE GARDENING,Davao Del Norte,2020-05-41,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Agricultural Products (Seeds, Seedlings, Plants..)","129,180.00",0 Day/s,,ASSEL PAGARAN MADANGUIT,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,06/07/2020 1:00 AM," 12 LITER FOLIAR FERTILIZER (LIQUID)
6 BAGS COMPLETE (14-14-14)
6 BAGS UREA (46-0-0)
6 BAGS MURIATE OF POTASH (0-0-60)
60 BAGS VERMICAST
6 CAN EGGPLANT - 25g/CAN
6 CAN TOMATO - 25g/CAN
6 KG POLE SITAO
6 KG OKRA
30 SACHETS HOT PEPPER
30 SACHETS KALABASA
6 K",,ASSEL PAGARAN MADANGUIT,29/05/2020
7015886,"BARANGAY BALUC, TANGUB CITY",Completion of Multi-Purpose Building (Covered Court) at Barangay Baluc,,PB-06032020-BALUC,Implementing Rules and Regulations,Public Bidding,Goods,Construction Projects,"1,000,000.00",0 Day/s,,Felisa  Tolero  Edullantes,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,22/06/2020 8:00 AM," Item I	-11.064 cu.m. Excavation works
Item II	-87 cu.m. Embankment 
Item III	-10.87 cu.m. Concrete works
Item IV	-182.28 sq.m. Masonry works
Item V	-97.2 sq.m. Trusses and roofing
Item VI	-29.8 l.m Railings
Item VII	-LS Formworks
Item VIII	-128.26 sq.m. P",,Felisa  Tolero  Edullantes,28/05/2020
7015376,PROVINCE OF GUIMARAS,Supply and delivery of Office Equipment,Guimaras,2020-03-173 Re-bid,Implementing Rules and Regulations,Public Bidding,Goods,Office Equipment,"200,000.00",10 Day/s,,Ronnie D. Morante,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,11/06/2020 1:00 AM," Republic of the Philippines
Province of Guimaras
OFFICE OF THE BIDS AND AWARDS COMMITTEE
INVITATION TO BID FOR   
SUPPLY AND DELIVERY OF OFFICE EQUIPMENT
Bid Ref. No. 2020-03-173 Re-bid
1.	The Province of Guimaras , through the Office Equipment Outlay (1-",,Ronnie D. Morante,28/05/2020
7016907,AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER X,"Catering Services to be served during the conduct of Training on Organic Free Range Chicken Production (Extension Initiatives Focus on Marginalized Groups/Special Concern) on July 28-30, 2020 at Mamba",Camiguin,ATI2020-05-102,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"77,550.00",0 Day/s,,MARIELLE GRACE ANDRIN ROMAREZ,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," The AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER (ATI-RTC) X, through the 2020 General Appropriations Act intends to apply the sum of Seventy Seven Thousand Five Hundred Fifty Pesos (P 77,550.00) being the Approved Budget for the Contract (ABC",,MARIELLE GRACE ANDRIN ROMAREZ,29/05/2020
7013078,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - AKLAN DEO,"20GA0169-Construction of Multi-Purpose Building  in Brgy. Gibon, Nabas, Aklan",Aklan,20GA0169,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,960,000.00",75 Day/s,,Michelle Retamar Roldan,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 10:00 AM," Republic of the Philippines
DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS
OFFICE OF THE DISTRICT ENGINEER
Aklan District Engineering Office
Toting Reyes St., Kalibo, Aklan
The Department of Public Works and Highways (DPWH), Aklan District EngineeringOffice, Kal", https://drive.google.com/file/d/175QWC9-nTEYDwoZpZuZXGH_2UgIAJ76v/view?usp=drivesdk,Michelle Retamar Roldan,27/05/2020
7016513,"MUNICIPALITY OF SANTA MARIA, ILOCOS SUR",Improvement of SILAG-PACANG Communal Irrigation System,Ilocos Sur,PB 2020-042,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",90 Day/s,,VENUS ESCOBAR TORRES,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 2:00 PM," Project billboard 1.00 lot
Reinforce Concrete canal Lining:
Structure Excavation 270.02 cu.m
Reinforced Concrete Class A w/o Forms 35.86 cu.m.
Reinforced Concrete Class A w/ forms 50.63 cu.m.",,Eduardo D. Fernandez,28/05/2020
7015714,"BARANGAY BULACAN, MABINI, BATANGAS",PURCHASE OF CONFERENCE TABLE,Batangas,doc,Implementing Rules and Regulations,Shopping,Goods,Furniture,"120,000.00",10 Day/s,,"MERVIN ""BUDA"" JUSI JUSI",Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,22/06/2020 1:00 PM, Conference Table of Sangguniang Barangay Officials,,"MERVIN ""BUDA"" JUSI JUSI",28/05/2020
7016886,"CITY OF SAN PABLO, LAGUNA","Proposed Installation Motorized Roll Ups Door at San Pablo City Shopping Mall and Public Market, San Pablo City.",Laguna,PB NO. 2020-028,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",26 Day/s,,Paul Michael M Cuadra,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,24/06/2020 1:00 PM," PB NO. 2020-028		
			
1.	1	lot	Proposed Installation Motorized Roll Ups Door at San Pablo City Shopping Mall and Public Market, San Pablo City.
			By: Contract
			
	Deadline for Submission of Bids: June 24, 2020 1:00 pm",,Paul Michael M Cuadra,29/05/2020
7014803,"MUNICIPALITY OF MANGATAREM, PANGASINAN","Purchase of Sporting Goods to be used at Brgy. Pogon-Aniat, Dorongan Valerio, Dorongan Sawat and Pampano, Mangatarem, Pangasinan",Pangasinan,2020-02-19,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Sporting Goods,"180,000.00",1 Day/s,,Cherrylyn Estinar Malagday,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM, 4 SETS RING AND BOARD (Tempered Glass),,Cherrylyn Estinar Malagday,28/05/2020
7017801,ZAMBOANGA STATE COLLEGE OF MARINE SCIENCES AND TECHNOLOGY,B-014-2020 SUPPLY AND DELIVERY OF 1 LOT VARIOUS OFFICE EQUIPMENT - REBID,Zamboanga Del Sur,B-014-2020,Implementing Rules and Regulations,Public Bidding,Goods,General Merchandise,"247,000.00",15 Day/s,,JAIME G. JALON,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:30 AM," The Zamboanga State College of Marine Sciences and Technology (ZSCMST), through its Bids and Awards Committee, is inviting PhilGeps registered suppliers to apply for eligibility and to submit bids for the items mentioned hereunder:
B-014-2020
SUPPLY AND D", Purpose: (1) For the Office of the Board of of Secretary; (2) For stacking of inactive documents; (3) VPAF office filing; (4) For BAC Office Use,JAIME G. JALON,29/05/2020
7017974,AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER X,"Transportation Services to be served during the conduct of Training on Organic Free Range Chicken Production (Extension Initiatives Focus on Marginalized Groups/Special Concern) on July 28-30, 2020 at",Camiguin,ATI2020-05-103,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"24,000.00",0 Day/s,,MARIELLE GRACE ANDRIN ROMAREZ,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 AM," The AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER (ATI-RTC) X, through the 2020 General Appropriations Act intends to apply the sum of Twenty Four Thousand Pesos (P 24,000.00) being the Approved Budget for the Contract (ABC) to payments under t",,MARIELLE GRACE ANDRIN ROMAREZ,29/05/2020
7018290,"MUNICIPALITY OF TOBOSO, NEGROS OCCIDENTAL",SUPPORT TO SEAWEED CULTURE PROJECT OF COASTAL WOMEN OF MUNICIPALITY OF TOBOSO,Negros Occidental,2003-181,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"200,000.00",10 Day/s,,PRIMILIN ANNE DELGADO MARIANO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 10:00 AM, SEE ATTACHED DOCUMENTS...,,PRIMILIN ANNE DELGADO MARIANO,29/05/2020
7018190,AGUSAN NATIONAL HIGH SCHOOL,Medals for Recognition,Agusan Del Norte,anhs-sh 005,Implementing Rules and Regulations,Shopping,Goods,Educational Materials and Supplies,"78,000.00",15 Day/s,,Roberto  B. Villaver Jr.,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 9:00 AM," 55 pcs gold 6 cm, 117 pcs gold 5 cm, 289 pcs silver 6 cm. 1409 pcs bronze 6 cm all metal",,Roberto  B. Villaver Jr.,29/05/2020
7018187,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - NEG. OCC. 4TH DEO,20GN0090-Constructions/Rehabilitation of Water Supply/Septage and Sewerage/Rain Water Collectors,Negros Occidental,CONTRACT ID NO. 20GN0090,Implementing Rules and Regulations,Public Bidding,Goods,Construction Projects,"4,086,764.95",80 Day/s,,Mayo Resuma Pelagio,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 9:00 AM," The DPWH Neg. Occ. 4th District Engineering Office, Bago City, Neg. Occ., through its Bids and Awards Committee (BAC), invites contractors to submit bids for the following Contracts:
1.	Contract ID No.:       	20GN0090
	Contract Name:  	Constructions/Reha", **Please see the DESCRIPTION about the complete CONTRACT LOCATION,Mayo Resuma Pelagio,29/05/2020
7018105,AGUSAN NATIONAL HIGH SCHOOL,Medals for Recognition,Agusan Del Norte,009,Implementing Rules and Regulations,Shopping,Goods,Educational Materials and Supplies,"67,000.00",15 Day/s,,Roberto  B. Villaver Jr.,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 9:00 AM, 5 cm metall all bronze medal,,Roberto  B. Villaver Jr.,29/05/2020
7018321,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - CAMARINES SUR 1ST ,"Contract ID Number 20FD0065 CONCRETING OF BRGY. NAPOLIDAN TO BRGY. BUENASUERTE FMR, BRGY. NAPOLIDAN AND BRGY. BUENASUERTE, LUPI, CAMARINES SUR",Camarines Sur,20FD0065,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"12,436,807.73",150 Day/s,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - CAMARINES SUR 1ST ,MARIA LUCIA RANIN REQUEJO,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Republic of the Philippines
DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS
CAMARINES SUR 1st
DISTRICT ENGINEERING OFFICE
REGIONAL OFFICE V
Baras, Canaman, Camarines Sur
INVITATION TO BID
The      DPWH -Camarines Sur 1st DEO, through its Bids and Awards Committee", https://drive.google.com/file/d/11z4Qfb_ROYuE1oqJyvMTI1DQ7D-jBX4s/view?usp=drivesdk,MARIA LUCIA RANIN REQUEJO,29/05/2020
