Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7012268,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - REGION V,"19GF00027 - Procurement of Nine (9) sets Materials Testing, Thirty three (33) pcs. Clerical Mesh Chair, Mobile Pedestal, etc. for use in the QAHD, Laboratory Office (PR No. 20-03-072 dated 3/9/2020), ",Albay,19GF00027,Implementing Rules and Regulations,National Competitive Bidding,Goods,Office Equipment,"2,500,081.66",30 Day/s,,Mae Lyn Garcia Altarejos,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," Procurement of Nine (9) sets Materials Testing, Thirty three (33) pcs. Clerical Mesh Chair, Mobile Pedestal, etc. for use in the QAHD, Laboratory Office (PR No. 20-03-072 dated 3/9/2020), QAHD, DPWH, Region V, Legazpi City"," Pre-Bid Conference - June 10, 2020 @ 2:00 PM",Mae Lyn Garcia Altarejos,27/05/2020
7010198,PROVINCE OF ORIENTAL MINDORO,"Construction Materials and Supplies for use in the Construction of Extension of Comfort Room at Senior Citizens Hall, San Antonio, Victoria, Oriental Mindoro/ Re-Blocking of Road at Brgy. Malaya, Pina",Oriental Mindoro,IB No. GS-2020 – 066,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"671,980.31",7 Day/s,,Mariz  Lapid  Onchengco,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 9:30 AM," INVITATION TO BID
IB No. GS-2020 – 066
Construction Materials and Supplies for use in the Construction of Extension of Comfort Room at Senior Citizens Hall, San Antonio, Victoria, Oriental Mindoro/ Re-Blocking of Road at Brgy. Malaya, Pinamalayan, Orienta",,Mariz  Lapid  Onchengco,26/05/2020
7012127,PHILIPPINE HEALTH INSURANCE CORPORATION - REGION II,Procurement of Supplies and Materials,Cagayan,20-003,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,General Merchandise,"959,000.00",15 Day/s,PHILIPPINE HEALTH INSURANCE CORPORATION - REGION II,Marissa I Rivera,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:00 AM," 30		tablet	ACE  INHIBITORS	CAPTOPRIL  50mg	
4	4	roll	ADHESIVE  TAPE	size  .5""  double  sided  without  foam	
1	1	roll	ADHESIVE  TAPE	size:  1""  double  sided  with  foam	
9		roll	ADHESIVE  TAPE	size:  1""  double  sided  without  foam	
3	3	tablet	ANTACIDS	"," for more information, please download attached canvass quotation.",Marissa I Rivera,27/05/2020
6959949,"MUNICIPALITY OF MALITA, DAVAO OCCIDENTAL",SUPPLY & DELIVERY OF OFFICE EQUIPMENT,Davao Occidental,P2003-197,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment,"199,998.00",10 Day/s,,KATE A. PARULAN,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,09/06/2020 5:00 PM," 1 UNIT COPYING MACHINE
PS. SEE ATTACH FILE",,KATE A. PARULAN,06/04/2020
7011677,PROVINCE OF SULU,"REHABILITATION & REBLOCKING OF JOLO-BATO-BATO ROAD, INDANAN, SULU",Sulu,GF20_3B-56,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"24,950,000.00",100 Day/s,,Erwin Q Tan,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," INVITATION TO BID 
PROCUREMENT OF INFRASTRUCTURES
1.	The Sulu Provincial Government, through the General Funds for Fiscal Year 2020 intends to apply the sum stated below being the Approved Budget for the Contract (ABC) to payments under the contract for t",,Erwin Q Tan,26/05/2020
7011673,PROVINCE OF SULU,"REHABILITATION OF PROVINCIAL LIVELIHOOD TRAINING AND PRODUCTION CENTER, INDANAN, SULU",Sulu,GF20_3B-55,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"8,516,671.25",100 Day/s,,Erwin Q Tan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," INVITATION TO BID
June 2, 2020
Sulu Provincial Government Bids and Awards Committee (BAC) invites interested supplier/bidder to submit their sealed bids on the following specified construction materials for the “REHABILITATION OF PROVINCIAL LIVELIHOOD TRA",,Erwin Q Tan,26/05/2020
7012310,AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER X,"Catering Services To be served during the conduct of Training on Organic Vegetable Production (Training on National Certification on OA) on October 13-15, 2020 at Mambajao, Camiguin",Camiguin,ATI2020-05-96,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"78,750.00",3 Day/s,,MARIELLE GRACE ANDRIN ROMAREZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM," The AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER (ATI-RTC) X, through the 2020 General Appropriations Act intends to apply the sum of Seventy Eight Thousand Seven Hundred Fifty Pesos (P 78,750.00) being the Approved Budget for the Contract (AB",,MARIELLE GRACE ANDRIN ROMAREZ,27/05/2020
7011664,PROVINCE OF SULU,"REHABILITATION OF LOCAL ROAD AT LUKBUH, PATA, SULU",Sulu,GF20_3B-53,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"7,574,235.00",40 Day/s,,Erwin Q Tan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," INVITATION TO BID
June 2, 2020
Sulu Provincial Government Bids and Awards Committee (BAC) invites interested supplier/bidder to submit their sealed bids on the following specified construction materials for the “REHABILITATION OF LOCAL ROAD AT LUKBUH, PAT",,Erwin Q Tan,26/05/2020
6978719,PROVINCE OF ILOILO,"PEO-20-0543 B- Procurement of Balance Weight for use in the Material Testing and Quality Control Section assigned at PEP, Sta. Barbara, Iloilo",Iloilo,PEO-20-0543 B,Implementing Rules and Regulations,Public Bidding,Goods,Laboratory Supplies and Equipment,"68,000.00",45 Day/s,,Gracianito Lara Lucero,Active,Order,0,7,02/06/2020,02/06/2020 12:00 AM,26/06/2020 9:00 AM," The Bids and Awards Committee								
Province of Iloilo								
								
     In connection with your Invitation to Bid No. PEO-20-0543 B  scheduled on June 26, 2020, I/we proposed to furnish and deliver in conformity with the terms and conditions, and s", Republic of the Philippines,Gracianito Lara Lucero,28/04/2020
7011770,BALOCBOCAN ELEMENTARY SCHOOL - KITAOTAO BUKIDNON,various office supplies,Bukidnon,2020-05,Implementing Rules and Regulations,Shopping,Goods,Office Equipment Supplies and Consumables,"60,446.68",1 Day/s,,Lorena Lavador Richa,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,08/06/2020 5:00 PM, procurement of various office supplies for fiscal year 2020,,Lorena Lavador Richa,26/05/2020
7011669,PROVINCE OF SULU,"REHABILITATION OF MULTI PURPOSE HALL FOR SULU PROVINCIAL WOMEN’S AND CHILDREN, JOLO, SULU",Sulu,GF20_3B-54,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"8,516,671.25",100 Day/s,,Erwin Q Tan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," INVITATION TO BID
June 2, 2020
Sulu Provincial Government Bids and Awards Committee (BAC) invites interested supplier/bidder to submit their sealed bids on the following specified construction materials for the “REHABILITATION OF MULTI PURPOSE HALL FOR SU",,Erwin Q Tan,26/05/2020
7014436,MUNICIPALITY OF BUGALLON - PANGASINAN,"Construction /Rehabilitation of Roofing & Ceiling of Municipal Library Office at Poblacion, Bugallon, Pangasinan",Pangasinan,2020-05-16,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"511,838.72",0 Day/s,,Janice L Sta. Cruz,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 10:00 AM," Republic of the Philippines
Province of Pangasinan
Municipality of Bugallon
OFFICE OF THE BIDS AND AWARDS COMMITTEE
INVITATION TO BID
The Municipality of Bugallon, Pangasinan, through its Bids and Awards Committee (BAC), invites contractors to bid for her",,Janice L Sta. Cruz,28/05/2020
7014237,"MUNICIPALITY OF LOBO, BATANGAS","Supply of Materials, Labor and Equipment for the Installation of Street Lighting System (Solar) at Market Site, Barangay Poblacion, Lobo, Batangas",Batangas,3-01-001-20-070,Implementing Rules and Regulations,Public Bidding,Civil Works,Electrical Systems and Lighting Components,"2,376,000.00",45 Day/s,,RANDY DUENAS DE TORRES,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Province of Batangas
MUNICIPALITY OF LOBO
Invitation to Bid for the
SUPPLY OF MATERIALS, LABOR AND EQUIPMENT FOR THE INSTALLATION OF STREET LIGHTING SYSTEM (SOLAR) AT MARKET SITE, BARANGAY POBLACION, LOBO, BATANGAS
Contract ID ",,RANDY DUENAS DE TORRES,27/05/2020
7011659,PROVINCE OF SULU,"REHABILITATION OF LOCAL ROAD AT SIOWING, SIASI, SULU",Sulu,GF20_3B-52,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"7,574,235.00",40 Day/s,,Erwin Q Tan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," INVITATION TO BID
June 2, 2020
Sulu Provincial Government Bids and Awards Committee (BAC) invites interested supplier/bidder to submit their sealed bids on the following specified construction materials for the “REHABILITATION OF LOCAL ROAD AT SIOWING, SI",,Erwin Q Tan,26/05/2020
7014368,"CITY OF CAGAYAN DE ORO, MISAMIS ORIENTAL","Supply and Delivery of 17 Pcs Ball Valve and other item; PR No. 20-0735 dated February 24,2020.",,20-0735,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Water Service Connection Materials/Fittings,"97,300.00",7 Day/s,,Luxmay P Aleria,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 2:00 PM, Please see attached copy of Request for Quotation.,,Luxmay P Aleria,28/05/2020
7012414,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - REGION V,"19GF00028 - Procurement of & Installation of Canopy for sixteen (16) Service Vehicles (PR No. 20-02-059 dated 2/28/2020), EMD, DPWH, Region V, Legazpi City",Albay,19GF00028,Implementing Rules and Regulations,National Competitive Bidding,Goods,Vehicle Parts and Accessories,"1,760,000.00",30 Day/s,,Mae Lyn Garcia Altarejos,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," Procurement of & Installation of Canopy for sixteen (16) Service Vehicles (PR No. 20-02-059 dated 2/28/2020), EMD, DPWH, Region V, Legazpi City"," Pre-Bid Conference - June 10, 2020 @ 2:00 PM",Mae Lyn Garcia Altarejos,27/05/2020
7014219,"MUNICIPALITY OF LOBO, BATANGAS","Supply of Materials, Labor and Equipment for the Construction of Additional Structures of New Public Market Site (Site for STP and Parking Area) at Barangay Poblacion, Lobo, Batangas",Batangas,20-MDF-005,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"6,193,972.01",240 Day/s,,RANDY DUENAS DE TORRES,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Province of Batangas
MUNICIPALITY OF LOBO
Invitation to Bid for the
SUPPLY OF MATERIALS, LABOR AND EQUIPMENT FOR THE CONSTRUCTION OF ADDITIONAL STRUCTURES OF NEW PUBLIC MARKET SITE (SITE FOR STP AND PARKING AREA) AT BARANGAY PO",,RANDY DUENAS DE TORRES,27/05/2020
7014129,TALA HIGH SCHOOL,"Installation of Perimeter Fence with Steel Matting, Installation of Flagpole, and Improvement of Main Gate Entrance",Metro Manila,06012020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Fixtures,"499,000.00",0 Day/s,,MARK XIST ALBERT A. BAELLO,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,08/06/2020 1:00 PM," Improvement of the main school gate, installation of flagpole, and fences beside the admin. building.",,MARK XIST ALBERT A. BAELLO,27/05/2020
7014006,"MUNICIPALITY OF CORDOVA, CEBU",Road Opening (Phase 2),Cebu,17202005050,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"2,000,000.00",90 Day/s,,Paulo F. Tagsip,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,24/06/2020 10:00 AM," Republic of the Philippines
Province of Cebu
Municipality of Cordova
BIDS AND AWARDS COMMITTEE (BAC)
(032-236-6171)
INVITATION TO BID 
The Municipality of Cordova, through its Bids and Awards Committee (BAC) intends to apply 
the sum of Two Million Pesos ",,Paulo F. Tagsip,27/05/2020
6955047,DEPARTMENT OF EDUCATION - DIVISION OF LIGAO CITY,"Procurement of Security Surveillance and Detection Equipment/Materials for the Upgrading of Security System in DepED Schools Division of Ligao City, Ligao City.",Albay,CY2020-GOODS-001,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Security Surveillance and Detection Equipment,"82,400.00",5 Day/s,,ALEX M. ALANO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:30 AM," Request for Quotation
Project No.: CY 2020-GOODS-001
The Department of Education (DepED) Schools Division Office of Ligao City, hereafter referred to as the Procuring Entity, through the General Appropriations Act FY 2020 intends to apply the sum of Eight",,ALEX M. ALANO,27/03/2020
7014211,"MUNICIPALITY OF LOBO, BATANGAS","Supply of Materials, Labor and Equipment for the Construction of Lobo Public Market Fence at Barangay Poblacion, Lobo, Batangas",Batangas,20-MDF-004,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"6,087,293.30",240 Day/s,,RANDY DUENAS DE TORRES,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Province of Batangas
MUNICIPALITY OF LOBO
Invitation to Bid for the
SUPPLY OF MATERIALS, LABOR AND EQUIPMENT FOR THE CONSTRUCTION OF LOBO PUBLIC MARKET FENCE AT BARANGAY POBLACION, LOBO, BATANGAS
Contract ID No. 20-MDF-004
1.Th",,RANDY DUENAS DE TORRES,27/05/2020
7014549,AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER X,"Agricultural Products (Seeds, Seedlings, Plants..) to be used during the conduct of Training on Organic Vegetable Production (Training on National Certification on OA) on November 10-12,2020 at Oroqui",Misamis Oriental,ATI2020-05-99,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Agricultural Products (Seeds, Seedlings, Plants..)","133,930.00",0 Day/s,,MARIELLE GRACE ANDRIN ROMAREZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM," The AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER (ATI-RTC) X, through the 2020 General Appropriations Act intends to apply the sum of One Hundred Thirty Three Thousand Nine Hundred Thirty Pesos (P 133,930.00) being the Approved Budget for the ",,MARIELLE GRACE ANDRIN ROMAREZ,28/05/2020
7014021,SOUTHERN ISABELA MEDICAL CENTER,PROCUREMENT FOR CONSTRUCTION OF CONSULT CUBICLE PR NO. 0414 SERIES 2020,Isabela,P.R. 0414 SERIES 2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Projects,"329,539.88",10 Day/s,,HARRY EMMANUEL ADDUN MABBAYAD,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,08/06/2020 5:00 PM," CLEARING (14.40 SQ.M)
DRY WALL PARTITION (57.60 SQ. M)
DOORS AND WINDOWS (9.10 SQ.M)
CONCRETE WORKS (0.24 CU.M)
ROOFING WORKS (19.80 SQ. M)
CEILING WORKS (14.40 SQ. M)
PAINTING WORKS (45.60 SQ. M)
ELECTRICAL WORKS (1.00 I.S)
NOTE: ALL NEW SUPPLIER ARE REQ",,HARRY EMMANUEL ADDUN MABBAYAD,27/05/2020
7013985,"MUNICIPALITY OF CORDOVA, CEBU",Improvement of Roro Port,Cebu,17202005049,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,000,000.00",90 Day/s,,Paulo F. Tagsip,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,24/06/2020 10:00 AM," Republic of the Philippines
Province of Cebu
Municipality of Cordova
BIDS AND AWARDS COMMITTEE (BAC)
(032-236-6171)
INVITATION TO BID 
The Municipality of Cordova, through its Bids and Awards Committee (BAC) intends to apply 
the sum of One Million Pesos ",,Paulo F. Tagsip,27/05/2020
7014233,"MUNICIPALITY OF LOBO, BATANGAS","Supply of Materials, Labor and Equipment for Lobo Public Market Sewage Treatment Plant and Facility at Barangay Poblacion, Lobo, Batangas",Batangas,20-MDF-003,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"14,654,980.95",240 Day/s,,RANDY DUENAS DE TORRES,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 PM," Republic of the Philippines
Province of Batangas
MUNICIPALITY OF LOBO
Invitation to Bid for the
SUPPLY OF MATERIALS, LABOR AND EQUIPMENT FOR LOBO PUBLIC MARKET SEWAGE TREATMENT PLANT AND FACILITY AT BARANGAY POBLACION, LOBO, BATANGAS
Contract ID No. 20-MD",,RANDY DUENAS DE TORRES,27/05/2020
7015605,AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER X,"To be served during the conduct of Training on Organic Agriculture-Internal Control System (OA-ICS) for Smallholders Group on August 3-7, 2020 at Malaybalay",Bukidnon,ATI2020-05-100,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"156,250.00",0 Day/s,,MARIELLE GRACE ANDRIN ROMAREZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM," The AGRICULTURAL TRAINING INSTITUTE-REGIONAL TRAINING CENTER (ATI-RTC) X, through the 2020 General Appropriations Act intends to apply the sum of One Hundred Fifty Six Thousand Two Hundred Fifty Pesos (P 156,250.00) being the Approved Budget for the Contr",,MARIELLE GRACE ANDRIN ROMAREZ,28/05/2020
7011641,PROVINCE OF SULU,"CONCRETING OF ROAD AT PITOGO, KALINGALAN-CALUANG, SULU",Sulu,GF20_3B-48,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"10,199,063.00",73 Day/s,,Erwin Q Tan,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 AM," INVITATION TO BID
June 2, 2020
Sulu Provincial Government Bids and Awards Committee (BAC) invites interested supplier/bidder to submit their sealed bids on the following specified construction materials for the “CONCRETING OF ROAD AT PITOGO, KALINGALAN-CA",,Erwin Q Tan,26/05/2020
7015589,"MUNICIPALITY OF CERVANTES, ILOCOS SUR",Fencing of Municipal Tree Park at Cayus,Ilocos Sur,GEPS-INFR-022-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,000,000.00",38 Day/s,,Mary Edal Alviar,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 8:00 AM," Republic of the Philippines
Province of Ilocos Sur
Municipality of Cervantes
Invitation to Bid for the Fencing of Municipal Tree Park at Cayus
1.	The Municipal Government of Cervantes, through the 20% Development Fund intends to apply the sum of ONE MILLI"," Submit all bid documents personally to the BAC Secretariat at the Municipal Engineering Office, Municipal Building, Cervantes, Ilocos Sur.",Mary Edal Alviar,28/05/2020
7013681,"MUNICIPALITY OF FLORIDABLANCA, PAMPANGA",Purchase of Three (3) Units Printer to be used at the Municipal Agriculture Office of this Municipality,Pampanga,RFQ No. 20-06-48,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Information Technology,"58,125.00",15 Day/s,,Mark Joseph Roque Dampil,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," Item Description.................................................Quantity.....................................Unit of Issue
Printer....................................................................3................................................Unit
WI",,Mark Joseph Roque Dampil,27/05/2020
